report_date,game,team,batter,opponent_pitcher,hr_prob_pct,tb2_prob_pct,fair_hr_american,fair_2tb_american,market_hr_american,edge_hr_pct,market_tb_line,market_tb_over_american,edge_tb_pct,recent_form_score,bvp_pa,tier,hr_tier,tb2_tier,recommended_prop,recommended_tier,hr_market_status,tb2_market_status,data_confidence,market_data_status,scoring_status
2026-04-19,TB@PIT,TB,Jonny DeLuca,Mitch Keller,,,,,NA,,1.5,150,,0.587,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,TB,Hunter Feduccia,Mitch Keller,,,,,NA,,1.5,150,,0.293,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,TB,Taylor Walls,Mitch Keller,,,,,NA,,1.5,150,,0.362,7,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,PIT,Jake Mangum,Shane McClanahan,,,,,NA,,1.5,350,,0.504,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,PIT,Nick Gonzales,Shane McClanahan,,,,,NA,,1.5,250,,0.250,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,PIT,Bryan Reynolds,Shane McClanahan,,,,,NA,,1.5,150,,0.502,6,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,PIT,Marcell Ozuna,Shane McClanahan,,,,,NA,,1.5,250,,0.572,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,PIT,Oneil Cruz,Shane McClanahan,,,,,NA,,1.5,100,,0.703,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,PIT,Nick Yorke,Shane McClanahan,,,,,NA,,1.5,100,,0.367,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,PIT,Konnor Griffin,Shane McClanahan,,,,,NA,,1.5,150,,0.349,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,PIT,Joey Bart,Shane McClanahan,,,,,NA,,1.5,250,,0.386,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,TB@PIT,PIT,Billy Cook,Shane McClanahan,,,,,NA,,1.5,150,,0.425,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,KC,Maikel Garcia,Ryan Weathers,,,,,NA,,1.5,150,,0.520,40,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,KC,Bobby Witt Jr.,Ryan Weathers,,,,,NA,,1.5,300,,0.465,40,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,KC,Vinnie Pasquantino,Ryan Weathers,,,,,NA,,1.5,100,,0.396,40,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,KC,Salvador Perez,Ryan Weathers,,,,,NA,,1.5,150,,0.266,40,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,KC,Lane Thomas,Ryan Weathers,,,,,NA,,1.5,150,,0.314,40,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,KC,Starling Marte,Ryan Weathers,,,,,NA,,1.5,150,,0.319,40,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,KC,Isaac Collins,Ryan Weathers,,,,,NA,,1.5,100,,0.223,40,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,KC,Michael Massey,Ryan Weathers,,,,,NA,,1.5,100,,0.340,40,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,KC,Elias Díaz,Ryan Weathers,,,,,NA,,1.5,150,,,40,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,NYY,Ben Rice,Cole Ragans,,,,,NA,,1.5,450,,0.950,46,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,NYY,Aaron Judge,Cole Ragans,,,,,NA,,1.5,450,,0.793,46,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,NYY,Cody Bellinger,Cole Ragans,,,,,NA,,1.5,250,,0.548,46,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,NYY,Paul Goldschmidt,Cole Ragans,,,,,NA,,1.5,100,,0.395,46,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,NYY,Trent Grisham,Cole Ragans,,,,,NA,,1.5,450,,0.374,46,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,NYY,Amed Rosario,Cole Ragans,,,,,NA,,1.5,150,,0.760,46,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,NYY,Austin Wells,Cole Ragans,,,,,NA,,1.5,100,,0.435,46,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,NYY,José Caballero,Cole Ragans,,,,,NA,,1.5,150,,0.545,46,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,KC@NYY,NYY,Ryan McMahon,Cole Ragans,,,,,NA,,1.5,50,,0.477,46,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,BAL,Taylor Ward,Joey Cantillo,,,,,NA,,1.5,350,,0.527,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,BAL,Gunnar Henderson,Joey Cantillo,,,,,NA,,1.5,150,,0.644,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,BAL,Pete Alonso,Joey Cantillo,,,,,NA,,1.5,150,,0.456,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,BAL,Johnathan Rodríguez,Joey Cantillo,,,,,NA,,1.5,150,,0.180,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,BAL,Jeremiah Jackson,Joey Cantillo,,,,,NA,,1.5,150,,0.912,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,BAL,Weston Wilson,Joey Cantillo,,,,,NA,,1.5,100,,0.871,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,BAL,Coby Mayo,Joey Cantillo,,,,,NA,,1.5,150,,0.247,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,BAL,Sam Huff,Joey Cantillo,,,,,NA,,1.5,150,,0.408,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,BAL,Blaze Alexander,Joey Cantillo,,,,,NA,,1.5,100,,0.245,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,CLE,Steven Kwan,Trevor Rogers,,,,,NA,,1.5,150,,0.432,6,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,CLE,Angel Martínez,Trevor Rogers,,,,,NA,,1.5,150,,0.665,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,CLE,José Ramírez,Trevor Rogers,,,,,NA,,1.5,650,,0.623,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,CLE,Rhys Hoskins,Trevor Rogers,,,,,NA,,1.5,150,,0.432,27,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,CLE,David Fry,Trevor Rogers,,,,,NA,,1.5,150,,0.266,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,CLE,Daniel Schneemann,Trevor Rogers,,,,,NA,,1.5,100,,0.831,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,CLE,Juan Brito,Trevor Rogers,,,,,NA,,1.5,250,,0.286,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,CLE,Austin Hedges,Trevor Rogers,,,,,NA,,1.5,100,,0.369,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,BAL@CLE,CLE,Brayan Rocchio,Trevor Rogers,,,,,NA,,1.5,250,,0.605,6,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIL,Garrett Mitchell,Eury Pérez,,,,,NA,,1.5,150,,0.436,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIL,Brice Turang,Eury Pérez,,,,,NA,,1.5,150,,0.715,8,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIL,Gary Sánchez,Eury Pérez,,,,,NA,,1.5,150,,0.752,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIL,Jake Bauers,Eury Pérez,,,,,NA,,1.5,100,,0.704,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIL,Luis Rengifo,Eury Pérez,,,,,NA,,1.5,150,,0.257,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIL,Brandon Lockridge,Eury Pérez,,,,,NA,,1.5,250,,0.318,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIL,Greg Jones,Eury Pérez,,,,,NA,,1.5,150,,0.180,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIL,Luis Matos,Eury Pérez,,,,,NA,,1.5,100,,0.258,1,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIL,David Hamilton,Eury Pérez,,,,,NA,,1.5,100,,0.214,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIA,Jakob Marsee,Jacob Misiorowski,,,,,NA,,1.5,150,,0.308,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIA,Xavier Edwards,Jacob Misiorowski,,,,,NA,,1.5,150,,0.469,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIA,Otto Lopez,Jacob Misiorowski,,,,,NA,,1.5,150,,0.743,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIA,Kyle Stowers,Jacob Misiorowski,,,,,NA,,1.5,250,,,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIA,Agustín Ramírez,Jacob Misiorowski,,,,,NA,,1.5,150,,0.429,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIA,Liam Hicks,Jacob Misiorowski,,,,,NA,,1.5,150,,0.450,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIA,Connor Norby,Jacob Misiorowski,,,,,NA,,1.5,150,,0.687,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIA,Owen Caissie,Jacob Misiorowski,,,,,NA,,1.5,250,,0.300,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,MIL@MIA,MIA,Graham Pauley,Jacob Misiorowski,,,,,NA,,1.5,100,,0.305,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,STL,JJ Wetherholt,Mike Burrows,,,,,NA,,1.5,150,,0.512,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,STL,Iván Herrera,Mike Burrows,,,,,NA,,1.5,150,,0.490,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,STL,Alec Burleson,Mike Burrows,,,,,NA,,1.5,150,,0.636,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,STL,Jordan Walker,Mike Burrows,,,,,NA,,1.5,150,,0.908,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,STL,Nolan Gorman,Mike Burrows,,,,,NA,,1.5,100,,0.427,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,STL,Masyn Winn,Mike Burrows,,,,,NA,,1.5,250,,0.468,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,STL,Nathan Church,Mike Burrows,,,,,NA,,1.5,50,,0.571,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,STL,Pedro Pagés,Mike Burrows,,,,,NA,,1.5,150,,0.355,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,STL,Victor Scott II,Mike Burrows,,,,,NA,,1.5,100,,0.217,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,HOU,Carlos Correa,Matthew Liberatore,,,,,NA,,1.5,150,,0.477,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,HOU,Yordan Alvarez,Matthew Liberatore,,,,,NA,,1.5,150,,0.929,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,HOU,Jose Altuve,Matthew Liberatore,,,,,NA,,1.5,150,,0.501,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,HOU,Christian Walker,Matthew Liberatore,,,,,NA,,1.5,150,,0.543,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,HOU,Isaac Paredes,Matthew Liberatore,,,,,NA,,1.5,150,,0.251,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,HOU,Cam Smith,Matthew Liberatore,,,,,NA,,1.5,150,,0.505,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,HOU,Yainer Diaz,Matthew Liberatore,,,,,NA,,1.5,250,,0.216,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,HOU,Shay Whitcomb,Matthew Liberatore,,,,,NA,,1.5,50,,0.950,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,STL@HOU,HOU,Taylor Trammell,Matthew Liberatore,,,,,NA,,1.5,350,,0.434,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,CIN,TJ Friedl,Bailey Ober,,,,,NA,,1.5,150,,0.241,12,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,CIN,Matt McLain,Bailey Ober,,,,,NA,,1.5,150,,0.255,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,CIN,Elly De La Cruz,Bailey Ober,,,,,NA,,1.5,250,,0.691,6,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,CIN,Sal Stewart,Bailey Ober,,,,,NA,,1.5,150,,0.738,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,CIN,Eugenio Suárez,Bailey Ober,,,,,NA,,1.5,100,,0.565,10,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,CIN,Spencer Steer,Bailey Ober,,,,,NA,,1.5,150,,0.487,9,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,CIN,Tyler Stephenson,Bailey Ober,,,,,NA,,1.5,150,,0.394,8,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,CIN,Rece Hinds,Bailey Ober,,,,,NA,,1.5,100,,0.180,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,CIN,Ke'Bryan Hayes,Bailey Ober,,,,,NA,,1.5,100,,0.180,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,MIN,Byron Buxton,Brady Singer,,,,,NA,,1.5,150,,0.629,18,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,MIN,Trevor Larnach,Brady Singer,,,,,NA,,1.5,150,,0.455,18,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,MIN,Josh Bell,Brady Singer,,,,,NA,,1.5,150,,0.510,12,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,MIN,Victor Caratini,Brady Singer,,,,,NA,,1.5,150,,0.477,7,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,MIN,Kody Clemens,Brady Singer,,,,,NA,,1.5,100,,0.385,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,MIN,Luke Keaschall,Brady Singer,,,,,NA,,1.5,150,,0.412,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,MIN,Tristan Gray,Brady Singer,,,,,NA,,1.5,100,,0.487,6,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,MIN,Brooks Lee,Brady Singer,,,,,NA,,1.5,100,,0.617,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CIN@MIN,MIN,James Outman,Brady Singer,,,,,NA,,1.5,150,,0.180,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,NYM,Carson Benge,Javier Assad,,,,,NA,,1.5,100,,0.280,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,NYM,Bo Bichette,Javier Assad,,,,,NA,,1.5,150,,0.413,7,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,NYM,Francisco Lindor,Javier Assad,,,,,NA,,1.5,150,,0.419,9,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,NYM,Luis Robert Jr.,Javier Assad,,,,,NA,,1.5,150,,0.464,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,NYM,MJ Melendez,Javier Assad,,,,,NA,,1.5,450,,0.713,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,NYM,Mark Vientos,Javier Assad,,,,,NA,,1.5,150,,0.245,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,NYM,Brett Baty,Javier Assad,,,,,NA,,1.5,150,,0.180,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,NYM,Marcus Semien,Javier Assad,,,,,NA,,1.5,150,,0.275,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,NYM,Luis Torrens,Javier Assad,,,,,NA,,1.5,250,,0.364,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,CHC,Nico Hoerner,Tobias Myers,,,,,NA,,1.5,150,,0.707,8,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,CHC,Michael Busch,Tobias Myers,,,,,NA,,1.5,150,,0.190,9,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,CHC,Alex Bregman,Tobias Myers,,,,,NA,,1.5,150,,0.329,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,CHC,Ian Happ,Tobias Myers,,,,,NA,,1.5,150,,0.666,10,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,CHC,Seiya Suzuki,Tobias Myers,,,,,NA,,1.5,150,,0.419,8,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,CHC,Moisés Ballesteros,Tobias Myers,,,,,NA,,1.5,150,,0.950,1,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,CHC,Carson Kelly,Tobias Myers,,,,,NA,,1.5,100,,0.877,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,CHC,Pete Crow-Armstrong,Tobias Myers,,,,,NA,,1.5,350,,0.340,7,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,NYM@CHC,CHC,Dansby Swanson,Tobias Myers,,,,,NA,,1.5,150,,0.680,8,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,LAD,Shohei Ohtani,Michael Lorenzen,,,,,NA,,1.5,350,,0.764,10,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,LAD,Kyle Tucker,Michael Lorenzen,,,,,NA,,1.5,150,,0.527,6,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,LAD,Will Smith,Michael Lorenzen,,,,,NA,,1.5,150,,0.502,1,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,LAD,Max Muncy,Michael Lorenzen,,,,,NA,,1.5,250,,0.780,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,LAD,Andy Pages,Michael Lorenzen,,,,,NA,,1.5,150,,0.652,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,LAD,Alex Call,Michael Lorenzen,,,,,NA,,1.5,150,,0.731,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,LAD,Ryan Ward,Michael Lorenzen,,,,,NA,,1.5,150,,,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,LAD,Hyeseong Kim,Michael Lorenzen,,,,,NA,,1.5,250,,0.585,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,LAD,Alex Freeland,Michael Lorenzen,,,,,NA,,1.5,250,,0.266,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,COL,Edouard Julien,Roki Sasaki,,,,,NA,,1.5,150,,0.451,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,COL,Mickey Moniak,Roki Sasaki,,,,,NA,,1.5,150,,0.830,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,COL,Hunter Goodman,Roki Sasaki,,,,,NA,,1.5,150,,0.839,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,COL,Tyler Freeman,Roki Sasaki,,,,,NA,,1.5,150,,0.391,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,COL,TJ Rumfield,Roki Sasaki,,,,,NA,,1.5,150,,0.369,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,COL,Troy Johnston,Roki Sasaki,,,,,NA,,1.5,350,,0.579,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,COL,Willi Castro,Roki Sasaki,,,,,NA,,1.5,150,,0.620,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,COL,Kyle Karros,Roki Sasaki,,,,,NA,,1.5,550,,0.297,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,LAD@COL,COL,Jake McCarthy,Roki Sasaki,,,,,NA,,1.5,250,,0.553,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CWS@ATH,CWS,Chase Meidroth,Jeffrey Springs,,,,,NA,,1.5,350,,0.413,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,CWS@ATH,CWS,Miguel Vargas,Jeffrey Springs,,,,,NA,,1.5,550,,0.260,10,,,,,,not_scored,not_scored,Display only,partial,not_scored
